,Time,S0,I0,S1,I1,S2,I2,S3,I3,S4,I4,S5,I5,S6,I6,S7,I7,S8,I8,S9,I9,S10,I10,S11,I11,S12,I12,S13,I13,S14,I14,S15,I15,S16,I16,S17,I17,S18,I18,S19,I19,S20,I20,S21,I21,S22,I22,S23,I23,S24,I24,S25,I25,S26,I26,S27,I27,S28,I28,S29,I29,S30,I30,S31,I31,S32,I32,S33,I33,S34,I34,S35,I35,S36,I36,S37,I37,S38,I38,S39,I39,S40,I40,S41,I41,S42,I42,S43,I43,S44,I44,S45,I45,S46,I46,S47,I47,S48,I48,S49,I49,S50,I50,S51,I51,S52,I52,S53,I53,S54,I54,S55,I55,S56,I56,S57,I57,S58,I58,S59,I59,S60,I60,S61,I61,S62,I62,S63,I63,S64,I64,S65,I65,S66,I66,S67,I67,S68,I68,S69,I69,S70,I70,S71,I71,S72,I72,S73,I73,S74,I74,S75,I75,S76,I76,S77,I77,S78,I78,S79,I79
0,0.0,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55
1,0.0,30,55,30,55,30,55,30,55,30,55,30,55,29,56,30,56,30,56,30,55,30,55,30,55,29,56,29,56,30,55,30,55,30,55,31,54,30,55,29,56,30,55,30,55,31,54,30,55,30,55,30,55,30,55,31,54,30,55,30,55,29,56,30,55,30,55,30,55,30,55,29,56,29,55,29,56,30,55,30,55,30,55,29,56,30,55,30,55,30,55,30,55,31,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,30,55,31,54,29,55,30,55,29,55,31,55,30,55,30,55,29,55,29,56,30,55,30,55,30,55,29,56,30,55,30,55,30,55,31,55,29,56,30,55,30,55,29,55,30,55,30,55
2,0.013836181048816456,26,56,30,52,26,57,25,60,25,57,28,55,30,55,25,60,23,62,32,54,27,57,31,55,27,56,25,58,25,57,28,57,31,54,24,62,30,52,31,53,28,55,31,55,30,54,23,60,30,54,30,53,29,57,34,50,26,58,26,55,27,56,28,58,29,56,26,58,31,52,23,60,25,57,27,57,33,51,26,61,22,62,31,54,27,59,26,58,30,57,28,57,27,60,28,58,29,55,27,55,25,56,30,55,24,61,29,56,32,54,30,57,26,57,30,56,25,58,29,51,24,59,29,58,27,56,28,57,25,58,31,53,31,55,27,56,32,52,29,55,29,55,25,58,29,56,30,56,23,63,30,59,31,53,26,57,29,57,29,56
3,0.02740861983248516,24,59,32,52,23,59,26,59,25,55,26,57,30,57,20,65,22,63,28,56,24,59,32,53,26,56,25,57,25,57,26,58,34,47,24,61,28,55,24,58,27,56,29,57,31,55,22,61,26,60,30,53,27,58,30,55,25,60,26,57,24,59,30,55,31,53,27,56,28,52,23,58,25,56,25,59,27,57,22,63,17,67,33,54,27,59,29,57,24,59,25,59,26,58,27,59,31,54,26,56,25,54,25,59,21,61,27,55,29,56,31,57,25,56,25,60,24,58,29,52,21,64,25,60,29,55,25,60,21,59,27,55,30,56,26,56,28,55,24,60,23,61,24,56,27,58,30,59,26,61,26,61,28,56,23,60,24,61,23,60
4,0.04067325301455904,23,60,28,57,22,58,23,63,31,51,25,57,30,57,19,65,23,61,27,57,22,62,34,51,29,52,23,58,21,60,23,61,32,49,24,62,25,57,21,59,29,55,24,60,28,57,21,62,28,59,26,56,19,64,27,55,20,65,24,60,20,62,26,56,32,53,23,60,28,54,20,58,24,57,27,57,24,60,20,59,18,64,33,53,24,60,24,61,22,60,21,61,28,56,26,62,29,57,28,54,23,54,22,61,17,62,27,55,26,58,28,58,21,58,18,66,25,58,28,53,22,61,19,65,28,55,22,62,18,61,27,56,25,60,21,61,23,59,23,59,20,61,22,57,24,60,25,63,24,63,22,65,26,56,25,57,16,69,25,58
5,0.05374121365790948,20,60,24,60,23,55,22,63,30,50,25,57,31,55,16,68,27,55,24,58,21,64,32,52,28,52,23,58,18,63,18,65,30,51,21,65,24,58,16,62,26,59,20,63,23,58,18,64,26,59,22,61,0,0,25,57,15,69,24,60,18,63,24,56,29,56,20,62,29,52,17,57,25,53,26,58,23,62,18,61,15,67,29,56,22,60,26,59,18,63,19,63,28,56,24,65,22,64,28,53,22,54,21,61,16,62,25,58,23,59,29,59,22,59,18,65,25,56,24,55,22,61,20,61,27,54,19,62,15,63,23,59,23,61,15,66,22,60,19,61,20,61,19,60,24,59,20,70,23,63,21,65,27,55,27,55,19,67,25,59
6,0.06671180560342911,21,59,24,59,17,60,21,64,33,49,25,57,26,58,15,68,28,55,20,62,20,63,30,52,27,50,23,58,19,63,18,64,29,53,18,67,25,55,15,62,24,59,22,62,22,58,17,62,26,58,20,63,0,0,25,57,14,68,21,61,19,59,22,56,27,58,20,61,24,55,13,61,21,57,29,56,21,62,18,61,16,66,27,57,20,59,31,52,15,66,18,63,26,55,19,70,17,66,27,53,19,57,23,59,14,61,24,57,22,60,30,60,22,58,19,63,23,57,24,55,19,62,18,63,29,52,21,60,13,63,22,58,25,61,16,66,20,58,18,61,18,60,22,56,21,61,18,72,24,61,22,64,29,53,29,53,16,69,22,62
7,0.07968099396960615,19,61,26,55,16,61,20,64,33,49,25,56,22,59,16,65,25,56,16,64,18,64,29,50,21,54,19,59,20,61,17,65,27,52,21,64,21,60,13,64,23,60,19,62,21,59,16,63,26,60,19,63,0,0,21,60,13,68,21,59,23,57,20,55,23,60,20,60,20,58,12,62,22,54,28,55,21,64,17,63,14,64,27,56,20,57,29,54,19,63,18,63,27,53,18,71,15,67,26,53,18,58,23,57,12,61,23,57,23,58,31,60,26,55,20,62,20,59,21,57,14,65,20,61,26,52,17,63,10,65,22,60,25,63,14,67,16,60,17,62,18,59,19,57,18,62,17,73,21,61,20,65,26,56,23,56,14,70,22,62
8,0.09260451281999352,19,60,19,60,13,62,18,64,32,51,22,58,14,64,18,62,29,50,14,66,19,59,25,55,21,52,20,57,22,58,16,65,25,53,18,64,21,58,16,60,19,64,19,62,22,56,21,61,27,57,16,67,0,0,17,63,17,64,19,59,24,56,21,55,20,62,18,61,18,61,13,65,21,54,27,54,20,64,13,67,17,59,25,57,22,54,29,54,17,65,18,64,28,54,18,70,16,63,23,55,19,58,21,58,10,60,22,57,20,61,26,64,25,56,12,70,20,56,25,54,7,71,20,61,21,55,17,62,9,64,21,58,26,64,16,64,13,63,17,62,18,57,21,52,16,64,18,71,16,66,20,66,25,55,22,55,16,67,24,58
9,0.10544202492610794,21,57,18,58,10,65,19,62,29,54,16,63,14,62,16,62,29,51,15,66,16,60,23,55,19,53,20,59,0,0,16,64,21,55,17,65,19,59,14,61,20,61,19,61,16,60,23,59,26,57,19,65,0,0,16,62,13,68,19,59,24,54,20,56,22,60,15,62,17,61,16,62,23,53,23,59,17,66,18,61,18,58,23,59,23,51,23,58,14,68,18,64,22,57,15,73,16,63,18,59,19,56,18,61,10,59,17,60,23,56,28,63,21,55,13,69,17,57,20,57,10,67,19,61,18,55,11,68,8,64,21,57,20,69,14,65,14,62,15,64,15,61,19,54,15,64,22,67,17,64,14,72,22,58,21,56,16,65,23,58
